"table.id"	"id"	"study"	"sample"	"region"	"marker"	"n_c"	"m_c"	"sd_c"	"n_t"	"m_t"	"sd_t"	"notes"	"yi"	"vi"	"ci_low"	"ci_high"	"n_samples_c"	"n_samples_t"	"weights"
"table3"	"238"	"govindpani2020"	"Brain"	"Whole brain"	"GABA A receptor"	6	2202.48	351.685489820095	6	951.12	325.145268457039	NA	-1.20122245970246	0.0740111971261229	-1.73443064233873	-0.668014277066183	96	96	6.56325370882977
"table3"	"96"	"kwakowsky2018"	"Brain"	"Whole brain"	"GABA A receptor"	6	106017241	47722817.1068718	6	5832241	7820735.74973762	NA	0.102109057409863	0.014323316372436	-0.13245954667109	0.336677661490816	720	720	9.9343417487852
"table3"	"20"	"jansen1990"	"Brain"	"Whole brain"	"GABA A receptor"	9	276	78	8	300	107.48	NA	-0.0981785643507279	0.00722794534144356	-0.264809457006872	0.0684523283054161	36	32	10.5803528875265
"table3"	"213"	"cross1986"	"Brain"	"Whole brain"	"GABA A receptor"	13	258	46.87	13	244	72.11	NA	-0.721792877262801	0.012977521375259	-0.945069866578169	-0.498515887947432	26	26	10.0507387080409
"table3"	"212"	"rissman2004"	"Brain"	"Whole brain"	"GABA A receptor"	6	0.12	0.073484692283495	6	0.07	0.019595917942266	NA	-1.54956263248684	0.113936570222203	-2.21113851073492	-0.887986754238759	60	60	5.34909802022273
"table3"	"79"	"howell2000"	"Brain"	"Whole brain"	"GABA A receptor"	5	162	42.485291572496	5	148	53.665631459995	NA	-0.309328395363902	0.0247842028089203	-0.617885512433333	-0.000771278294469935	25	25	9.11391778571708
"table3"	"185"	"ohyama1999"	"Brain"	"Whole brain"	"GABA A receptor"	5	4.59	0.75	5	4.21	1.65	NA	-0.45647841781751	0.0304186272966589	-0.798314495700107	-0.114642339934912	20	20	8.72578115389358
"table3"	"193"	"soricelli1996"	"Brain"	"Whole brain"	"GABA A receptor"	5	70.3	11.9	6	58	15.2	NA	-1.20222400652624	0.0823640558424853	-1.76471678765704	-0.639731225395445	35	42	6.26571033143037
"table3"	"166"	"carlson1993"	"Brain"	"Whole brain"	"GABA A receptor"	8	0.1825	0.004242640687119	8	0.23	0.048083261120685	NA	-0.409236813556977	0.0130460865490709	-0.633102854415047	-0.185370772698906	152	152	10.0447426472803
"table3"	"53"	"shimohama1988"	"Brain"	"Whole brain"	"GABA A receptor"	7	1300	285.74	7	903	82.01	NA	-0.727079256329851	0.0290842332392663	-1.06133347742527	-0.392825035234433	48	42	8.8146850641088
"table3"	"210"	"cross1984"	"Brain"	"Whole brain"	"GABA A receptor"	17	154	53.6	13	135	39.66	NA	-0.411167630906436	0.00508009045066754	-0.550863580280928	-0.271471681531943	51	46	10.792807002844
"table3"	"S11"	"owen1983"	"Brain"	"Whole brain"	"GABA A receptor"	12	204.53	26.74	10	179.98	26.62	NA	-0.884946384235558	0.204776748280092	-1.77187447937835	0.00198171090723209	12	10	3.76457094132065
"table4"	"239"	"lauterborn2021"	"Brain"	"Whole brain"	"GABA transporters"	7	2.96	0.679	8	1.92	0.531	NA	-1.62068500224498	0.384420527475967	-2.835895118286	-0.405474886203951	7	8	10.45380135723
"table4"	"238"	"govindpani2020"	"Brain"	"Whole brain"	"GABA transporters"	6	102.87	10.8757344579573	6	110.62	53.0559478286836	NA	0.618834934855076	0.0298454170804342	0.28023496335341	0.957434906356742	24	24	22.0571211155577
"table4"	"99"	"nagga1999"	"Brain"	"Whole brain"	"GABA transporters"	23	1504	449.14	18	1524.26	771.52	NA	-0.0415588291252674	0.00122879210613883	-0.110263663561618	0.027146005311083	69	54	24.2274518548546
"table4"	"135"	"simpson1988"	"Brain"	"Whole brain"	"GABA transporters"	8	116	56.56	6	129	154.31	NA	-0.614632324221662	0.0239085557373139	-0.91768963287328	-0.311575015570045	41	33	22.4748097915292
"table4"	"11"	"hardy1987"	"Brain"	"Whole brain"	"GABA transporters"	7	24.31	13.57	8	1.8	3.56	NA	-1.10143544023289	0.0493672390619388	-1.53691473474389	-0.665956145721889	56	64	20.7868158808284
