TABLE ID	ID	STUDY	SAMPLE	REGION	MARKER	n_c	m_c	sd_c	n_t	m_t	sd_t	Notes
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	12384210,5	3179179,2649647	6	8544385,5	837574,848412666	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	12102631,5	4377709,69712902	6	7176491	1310862,80702349	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	9619561	1385572,24417838	6	9051403,5	1558261,27104459	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	125184873,5	38048396,9261715	6	92988655	38611368,0527348	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	9677941	5628782,90902092	6	16979411,5	9275640,80108547	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	10615384	4705180,75609684	6	12623529	3421360,31583367	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	6231764,5	5808892,66506289	6	9300882	5424178,25555111	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	9695072	13879020,7634722	6	20734782,5	4591727,73968035	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	5168695,5	10315901,1277545	6	8445362	9079263,98366167	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	5666086,5	10952590,8728717	6	11669565	7371188,24571385	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	7498115,5	6765028,94075062	6	17707971	4444758,35511336	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	5168695,5	5705890,39663399	6	11102173,5	7548688,07043489	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	5921014	6820053,05358763	6	12331884	5828364,88377315	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	11123255,5	6366394,0810306	6	10690697,5	5245610,45330222	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	6625813,5	5738641,29923987	6	14883720,5	3342413,26142377	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	6683953	6223981,97213006	6	12629069,5	3232186,22299853	
table8	96	kwakowsky2018	Brain	Subcortical region	GABA A receptor	6	30742957,5	0	6	173323943,5	52574329,1554576	
table8	20	jansen1990	Brain	Subcortical region	GABA A receptor	9	276	78	8	300	107,48	
table8	20	jansen1990	Brain	Subcortical region	GABA A receptor	9	223	63	8	246	76,3675323681471	
table8	20	jansen1990	Brain	Subcortical region	GABA A receptor	9	85	24	8	93	25,4558441227157	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,12	0,073484692283495	6	0,07	0,019595917942266	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,32	0,048989794855664	6	0,25	0,024494897427832	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,12	0,024494897427832	6	0,08	0,024494897427832	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,31	0,024494897427832	6	0,25	0,024494897427832	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,13	0,048989794855664	6	0,08	0,024494897427832	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,33	0,048989794855664	6	0,24	0,048989794855664	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,12	0,048989794855664	6	0,07	0,014696938456699	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,32	0,048989794855664	6	0,22	0,024494897427832	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,13	0,048989794855664	6	0,08	0,017146428199482	
table8	212	rissman2004	Brain	Subcortical region	GABA A receptor	6	0,33	0,048989794855664	6	0,23	0,024494897427832	
table8	79	howell2000	Brain	Subcortical region	GABA A receptor	5	162	42,485291572496	5	148	53,665631459995	
table8	79	howell2000	Brain	Subcortical region	GABA A receptor	5	39	24,5967477524977	5	40	24,5967477524977	
table8	79	howell2000	Brain	Subcortical region	GABA A receptor	5	70	60,3738353924943	5	53	24,5967477524977	
table8	79	howell2000	Brain	Subcortical region	GABA A receptor	5	70	4,47213595499958	5	69	4,47213595499958	
table8	79	howell2000	Brain	Subcortical region	GABA A receptor	5	97	35,7770876399966	5	62	38,0131556174964	
table8	53	shimohama1988	Brain	Subcortical region	GABA A receptor	7	1235	275,15	7	793	50,26	
table8	53	shimohama1988	Brain	Subcortical region	GABA A receptor	7	421	148,16	6	375	68,58	
table8	53	shimohama1988	Brain	Subcortical region	GABA A receptor	7	391	52,91	6	413	93,08	
table8	53	shimohama1988	Brain	Subcortical region	GABA A receptor	7	512	82,01	6	449	188,61	
table8	53	shimohama1988	Brain	Subcortical region	GABA A receptor	7	494	230,1	3	461	83,13	
table8	210	cross1984	Brain	Subcortical region	GABA A receptor	17	154	53,6	13	135	39,66	
table8	184	meyer1995	Brain	Subcortical region	GABA A receptor	6	2,4	0,6	13	2,2	0,7	
table8	184	meyer1995	Brain	Subcortical region	GABA A receptor	6	3,5	0,9	13	3,4	0,7	
table8	10	griffiths1994	Brain	Subcortical region	GABA A receptor	9	80	8	5	76	4	
table8	10	griffiths1994	Brain	Subcortical region	GABA A receptor	9	89	5	5	85	6	
table8	10	griffiths1994	Brain	Subcortical region	GABA A receptor	9	83	5	5	77	4	
table8	10	griffiths1994	Brain	Subcortical region	GABA A receptor	9	86	4	5	86	5	
table9	53	shimohama1988	Brain	Cerebellum	GABA A receptor	7	721	357,17	7	580	206,36	
table9	184	meyer1995	Brain	Cerebellum	GABA A receptor	6	4	1,1	13	4,4	0,8	
table10	239	lauterborn2021	Brain	Cortical region	GABA transporters	7	2,96	0,679	8	1,92	0,531	
table10	238	govindpani2020	Brain	Cortical region	GABA transporters	6	102,87	10,8757344579573	6	110,62	53,0559478286836	
table10	238	govindpani2020	Brain	Cortical region	GABA transporters	6	2363,315	381,495779989766	6	2111,98	718,582310942873	
table10	238	govindpani2020	Brain	Cortical region	GABA transporters	6	80,745	48,63461884296	6	200	106,222122695793	
table10	238	govindpani2020	Brain	Cortical region	GABA transporters	6	44,625	48,7325984326713	6	510,62	154,966968577178	
table10	99	nagga1999	Brain	Cortical region	GABA transporters	23	1504	449,14	18	1524,26	771,52	
table10	99	nagga1999	Brain	Cortical region	GABA transporters	23	1621,28	524,26	18	1618,15	377,15	
table10	135	simpson1988	Brain	Cortical region	GABA transporters	8	116	56,56	6	129	154,31	
table10	135	simpson1988	Brain	Cortical region	GABA transporters	8	246	130,1	6	80	46,54	
table10	11	hardy1987	Brain	Cortical region	GABA transporters	7	24,31	13,57	8	1,8	3,56	
table10	11	hardy1987	Brain	Cortical region	GABA transporters	7	22,34	10,97	8	4,55	2,8	
table10	11	hardy1987	Brain	Cortical region	GABA transporters	7	23,08	10,84	8	5,24	3,93	
table10	11	hardy1987	Brain	Cortical region	GABA transporters	7	17,11	8,12	8	5,48	3,36	
table10	143	poirel2018 	Brain	Cortical region	GABA transporters	63	7	1,58	119	6,41	1,45	
table10	229	li2017	Brain	Cortical region	GABA transporters	4	0,995	0,8	4	0,37	0,178	
table11	99	nagga1999	Brain	Subcortical region	GABA transporters	23	746,47	343,75	18	699,54	245,69	
table11	135	simpson1988	Brain	Subcortical region	GABA transporters	9	239	135	8	131	90,5096679918781	
table11	135	simpson1988	Brain	Subcortical region	GABA transporters	9	240	177	6	134	95,5300999685439	
table11	135	simpson1988	Brain	Subcortical region	GABA transporters	7	196	119,05	7	155	92,6	
table11	11	hardy1987	Brain	Subcortical region	GABA transporters	7	7,69	8,12	8	2,97	4,04	
table11	11	hardy1987	Brain	Subcortical region	GABA transporters	7	9,46	6,42917568588696	8	9,85	6,67508801440101	
table11	11	hardy1987	Brain	Subcortical region	GABA transporters	7	13,84	13,3875016339868	8	6,13	8,71155554421827	
table11	11	hardy1987	Brain	Subcortical region	GABA transporters	7	15,81	3,51	8	11,18	7,18	
table11	229	li2017	Brain	Subcortical region	GABA transporters	4	0,995	0,132	4	0,58	0,194	
table12	239	lauterborn2021	Brain	Cortical region	GAT1	7	2,96	0,679	8	1,92	0,531	
table12	238	govindpani2020	Brain	Cortical region	GAT1	6	2363,315	381,495779989766	6	2111,98	718,582310942873	
table12	99	nagga1999	Brain	Cortical region	GAT1	23	1504	449,14	18	1524,26	771,52	
table12	99	nagga1999	Brain	Cortical region	GAT1	23	1621,28	524,26	18	1618,15	377,15	
table13	238	govindpani2020	Brain	Cortical region	vGAT	6	102,87	10,8757344579573	6	110,62	53,0559478286836	
table13	143	poirel2018 	Brain	Cortical region	vGAT	63	7	1,58	119	6,41	1,45	
table13	229	li2017	Brain	Cortical region	vGAT	4	0,995	0,8	4	0,37	0,178	
