"ID"	"Std_Eff"	"coefficient"	"std_error"	"zvalue"	"pvalue"	"CI_low"	"CI_high"
"table1"	"intercept"	-0.291932721256824	0.267142471983261	-1.09279785834697	0.274482562164206	-0.815522345085016	0.231656902571369
"table1"	"slope_bias"	-1.01485258820669	0.862077970993795	-1.17721670469874	0.23910902287746	-2.70449436321989	0.674789186806516
"table10"	"intercept"	0.104506698515163	0.347827701965813	0.300455363171261	0.763829839427632	-0.577223070163161	0.786236467193488
"table10"	"slope_bias"	-2.57291538881659	1.09824052202483	-2.34276129610742	0.0191416252793469	-4.72542725834773	-0.420403519285443
"table11"	"intercept"	-0.361234789630551	0.244103717162944	-1.47984141261323	0.138915573945909	-0.839669283762274	0.117199704501172
"table11"	"slope_bias"	-0.957864345165329	1.07136717088335	-0.894057958090655	0.371290881927301	-3.05770541431526	1.14197672398461
"table12"	"intercept"	0.0925758985482068	0.587340472464646	0.157618796742769	0.874757191065857	-1.05859027414524	1.24374207124165
"table12"	"slope_bias"	-1.83120528294788	1.40729896246197	-1.30121980602069	0.193183227698037	-4.58946056485392	0.927049998958164
"table13"	"intercept"	-0.310628172905638	0.610679216771528	-0.508660135099787	0.610990469890212	-1.50753744388496	0.886281098073686
"table13"	"slope_bias"	-0.0816719280799522	1.39746250390647	-0.0584430192950767	0.953395748868538	-2.8206481054818	2.6573042493219
"table2"	"intercept"	-0.148535145414074	0.259786499982876	-0.5717585225709	0.567485580752907	-0.657707329050226	0.360637038222077
"table2"	"slope_bias"	-0.777565822726225	0.788335142009457	-0.986339161215393	0.323966708788704	-2.32267430881203	0.767542663359579
"table3"	"intercept"	0.21369303549627	1.54196889741112	0.138584530372207	0.88977846831418	-2.80851046871046	3.23589653970299
"table3"	"slope_bias"	-2.54586794595412	2.82298740771078	-0.901834680169053	0.367144694225509	-8.07882159387735	2.98708570196911
"table4"	"intercept"	-0.18471431944176	0.343989563825594	-0.53697652157672	0.59128383190053	-0.858921475597566	0.489492836714045
"table4"	"slope_bias"	-2.46272609990342	1.34978839577295	-1.82452753899485	0.0680723568773927	-5.1082627423685	0.182810542561647
"table5"	"intercept"	-0.524176733314406	1.0182875179577	-0.514762995785026	0.606718646477708	-2.51998359441819	1.47163012778938
"table5"	"slope_bias"	0.255857782715934	2.96745659171681	0.0862212385617101	0.931290547645088	-5.56025026273499	6.07196582816686
"table6"	"intercept"	-2.21149089186972	0.898347448907806	-2.46173225577522	0.0138267842467602	-3.97221953733246	-0.450762246406987
"table6"	"slope_bias"	4.66602676385837	2.9539276930925	1.57960087336243	0.114198299131513	-1.12356512753841	10.4556186552551
"table7"	"intercept"	-0.0409946921750649	0.164753900797935	-0.248823803117981	0.803497077837155	-0.363906404051503	0.281917019701373
"table7"	"slope_bias"	-3.35743372102176	0.825289122288194	-4.06819092891101	4.73795524842158e-05	-4.97497067753929	-1.73989676450423
"table8"	"intercept"	0.283924615902565	0.264988961353829	1.07145827679762	0.283963421422998	-0.235444204651616	0.803293436456745
"table8"	"slope_bias"	-3.66100007416872	1.48952134870857	-2.4578365911592	0.0139776758489787	-6.58040827184104	-0.741591876496404
"table9"	NA	NA	NA	NA	NA	NA	NA
