"table.id"	"id"	"study"	"sample"	"region"	"marker"	"n_c"	"m_c"	"sd_c"	"n_t"	"m_t"	"sd_t"	"notes"	"yi"	"vi"	"ci_low"	"ci_high"	"n_samples_c"	"n_samples_t"	"weights"
"table1"	"142"	"zhang2019"	"Brain"	"Cortical region"	"GABA"	11	1.41	0.3	11	1.23	0.27	NA	-0.606704186666816	0.191897102213467	-1.46528721466327	0.251878841329642	11	11	6.33921017322268
"table1"	"107"	"huang2016"	"Brain"	"Cortical region"	"GABA"	15	0.11	0.009	17	0.107	0.023	NA	-0.163488309748309	0.12596315361323	-0.859104775575557	0.532128156078939	15	17	7.5737484702163
"table1"	"15"	"liu2014"	"Brain"	"Cortical region"	"GABA"	12	242.4	50.92	12	266.9	60.96	NA	0.421145343456366	0.171043988059764	-0.389446068204825	1.23173675511756	12	12	6.68378035667996
"table1"	"18"	"gueli2013"	"Brain"	"Cortical region"	"GABA"	13	0.9	0.28	13	0.6	0.16	NA	-1.27396874042017	0.190304043875435	-2.12898052277118	-0.418956958069155	13	13	6.36427502975653
"table1"	"17"	"aisa2010"	"Brain"	"Cortical region"	"GABA"	16	704.39	253.64	19	555.33	139.35	NA	-0.812817348460693	0.0110829088700863	-1.01915333184203	-0.606481365079359	32	38	11.463514342694
"table1"	"130"	"garcia-alloza2006"	"Brain"	"Cortical region"	"GABA"	20	695.68	273.56	21	574.36	119.6	NA	-0.722248896473407	0.0075519819033671	-0.892573960678333	-0.551923832268482	40	42	11.6473729423625
"table1"	"83"	"seidl2001"	"Brain"	"Cortical region"	"GABA"	7	1.4	0.6	8	0.8	0.2	NA	-1.29994290896067	0.0652569569804757	-1.80062435759274	-0.799261460328602	15	16	9.22846137539269
"table1"	"162"	"yew1999"	"Brain"	"Cortical region"	"GABA"	7	25.98	16.48	6	29.08	13.03	NA	0.169671295076139	0.0130120060729471	-0.0539021503592441	0.393244740511521	14	12	11.3654954671287
"table1"	"198"	"sasaki1986"	"Brain"	"Cortical region"	"GABA"	10	13.69	2.8	9	11.1	3.33	NA	-0.612702558584369	0.0154346193791301	-0.856200925638473	-0.369204191530264	70	62	11.2447497544205
"table1"	"129"	"perry1984"	"Brain"	"Cortical region"	"GABA"	4	17.88	7	4	17.73	2.76	NA	-0.0244885853440957	0.500069820241873	-1.41048917045619	1.361511999768	4	4	3.59800853794277
"table1"	"28"	"mohanakrishnan1995"	"Brain"	"Cortical region"	"GABA"	4	1.48	0.14	13	0.79	0.252	NA	-2.79919421948469	0.62228212311091	-4.34530907640337	-1.253079362566	4	13	3.07132230751024
"table1"	"22"	"smith1983"	"Brain"	"Cortical region"	"GABA"	6	60	24	7	65	21	NA	-0.0275799002985568	0.0119340177086265	-0.241692108248321	0.186532307651207	12	14	11.4200612426731
"table10"	"239"	"lauterborn2021"	"Brain"	"Cortical region"	"GABA transporters"	7	2.96	0.679	8	1.92	0.531	NA	-1.62068500224498	0.384420527475967	-2.835895118286	-0.405474886203951	7	8	8.04663427836021
"table10"	"238"	"govindpani2020"	"Brain"	"Cortical region"	"GABA transporters"	6	102.87	10.8757344579573	6	110.62	53.0559478286836	NA	0.618834934855076	0.0298454170804342	0.28023496335341	0.957434906356742	24	24	17.6747558008961
"table10"	"99"	"nagga1999"	"Brain"	"Cortical region"	"GABA transporters"	23	1504	449.14	18	1524.26	771.52	NA	0.0129640009803642	0.00120977904568951	-0.0552072274533003	0.0811352294140288	46	36	19.5654233346457
"table10"	"135"	"simpson1988"	"Brain"	"Cortical region"	"GABA transporters"	8	116	56.56	6	129	154.31	NA	-0.566416193018887	0.0218747846564527	-0.856297348786755	-0.27653503725102	16	12	18.1633031561191
"table10"	"11"	"hardy1987"	"Brain"	"Cortical region"	"GABA transporters"	7	24.31	13.57	8	1.8	3.56	NA	-2.06733041074384	0.151390405668114	-2.8299312297981	-1.30472959168957	28	32	12.5338419638338
"table10"	"143"	"poirel2018 "	"Brain"	"Cortical region"	"GABA transporters"	63	7	1.58	119	6.41	1.45	NA	-0.392724991775244	0.0247090055703051	-0.700813659854141	-0.0846363236963473	63	119	17.9865198294697
"table10"	"229"	"li2017"	"Brain"	"Cortical region"	"GABA transporters"	4	0.995	0.8	4	0.37	0.178	NA	-0.936797411682558	0.602175158048832	-2.45772840041596	0.584133577050844	4	4	6.02952163667539
"table11"	"99"	"nagga1999"	"Brain"	"Subcortical region"	"GABA transporters"	23	746.47	343.75	18	699.54	245.69	NA	-0.150932980410978	0.099339556934806	-0.768677925538866	0.466811964716909	23	18	14.3529939434709
"table11"	"135"	"simpson1988"	"Brain"	"Subcortical region"	"GABA transporters"	9	239	135	8	131	90.5096679918781	NA	-0.641652142208184	0.0190537818444548	-0.912196627152828	-0.371107657263541	25	21	41.1578316141337
"table11"	"11"	"hardy1987"	"Brain"	"Subcortical region"	"GABA transporters"	7	7.69	8.12	8	2.97	4.04	NA	-0.503078213729506	0.0173648277328805	-0.76135378490167	-0.244802642557342	28	32	42.8409272247459
"table11"	"229"	"li2017"	"Brain"	"Subcortical region"	"GABA transporters"	4	0.995	0.132	4	0.58	0.194	NA	-2.17259191772106	1.04955387317837	-4.18053065780123	-0.16465317764089	4	4	1.64824721764949
"table12"	"239"	"lauterborn2021"	"Brain"	"Cortical region"	"GAT1"	7	2.96	0.679	8	1.92	0.531	NA	-1.62068500224498	0.384420527475967	-2.835895118286	-0.405474886203951	7	8	26.1454386737831
"table12"	"238"	"govindpani2020"	"Brain"	"Cortical region"	"GAT1"	6	2363.315	381.495779989766	6	2111.98	718.582310942873	NA	-0.403138157846617	0.343155539396644	-1.55127485427492	0.744998538581682	6	6	27.4357450659563
"table12"	"99"	"nagga1999"	"Brain"	"Cortical region"	"GAT1"	23	1504	449.14	18	1524.26	771.52	NA	0.0129640009803642	0.00120977904568951	-0.0552072274533003	0.0811352294140288	46	36	46.4188162602606
"table13"	"238"	"govindpani2020"	"Brain"	"Cortical region"	"vGAT"	6	102.87	10.8757344579573	6	110.62	53.0559478286836	NA	0.186735428983818	0.33544077069214	-0.948421788055194	1.32189264602283	6	6	6.60820744443393
"table13"	"143"	"poirel2018 "	"Brain"	"Cortical region"	"vGAT"	63	7	1.58	119	6.41	1.45	NA	-0.392724991775244	0.0247090055703051	-0.700813659854141	-0.0846363236963473	63	119	89.7107004872103
"table13"	"229"	"li2017"	"Brain"	"Cortical region"	"vGAT"	4	0.995	0.8	4	0.37	0.178	NA	-0.936797411682558	0.602175158048832	-2.45772840041596	0.584133577050844	4	4	3.68109206835579
"table2"	"107"	"huang2016"	"Brain"	"Subcortical region"	"GABA"	15	0.102	0.024	17	0.107	0.029	NA	0.181972052138721	0.126076142797117	-0.513956328391255	0.877900432668697	15	17	11.2636963898027
"table2"	"15"	"liu2014"	"Brain"	"Subcortical region"	"GABA"	12	367.15	64.43	12	330.4	62.7	NA	-0.558122033026163	0.174354478827487	-1.37652019444845	0.260276128396121	12	12	8.83478466163678
