"table.id"	"id"	"study"	"sample"	"region"	"marker"	"n_c"	"m_c"	"sd_c"	"n_t"	"m_t"	"sd_t"	"notes"	"yi"	"vi"	"ci_low"	"ci_high"	"n_samples_c"	"n_samples_t"	"weights"
"table44"	"79"	"howell2000"	"Brain"	"Hippocampus - CA2"	"GABA A receptor α subunit"	5	70	4.47213595499958	5	69	4.47213595499958	"YES"	-0.201850601761613	0.403243665431525	-1.44645653757462	1.04275533405139	5	5	29.4099130899902
"table45"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA3 "	"GABA A receptor α subunit"	6	3631609	1983523.30901353	6	15508620.5	3930445.11754553	"YES"	0.458675891239655	0.0226548711057427	0.163671222732792	0.753680559746517	72	72	36.7236345976474
"table45"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α subunit"	6	0.13	0.048989794855664	6	0.08	0.024494897427832	"YES"	-1.41930804352057	0.0978236939889795	-2.0323216584973	-0.806294428543828	12	12	34.9394676007171
"table45"	"79"	"howell2000"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α subunit"	5	97	35.7770876399966	5	62	38.0131556174964	"YES"	-0.855942981498213	0.458326460970545	-2.18283492368975	0.470948960693321	5	5	28.3368978016355
"table46"	"96"	"kwakowsky2018"	"Brain"	"Subiculum"	"GABA A receptor α subunit"	6	149719101	43760546.9938431	6	119674157	116584702.52483	"YES"	-0.39722762166468	0.0204634631977797	-0.677601570531297	-0.116853672798064	24	24	54.1299909974684
"table46"	"212"	"rissman2004"	"Brain"	"Subiculum"	"GABA A receptor α subunit"	6	0.12	0.073484692283495	6	0.07	0.019595917942265	"YES"	-1.20591933365598	0.0744822821924426	-1.740821773278	-0.671016894033964	12	12	45.8700090025316
"table47"	"96"	"kwakowsky2018"	"Brain"	"Dentate gyrus"	"GABA A receptor α1 subunit"	6	7273188	2167265.65834406	6	17073188	3857058.40485175	"YES"	0.773982869044481	0.0388492839544858	0.387669622410858	1.1602961156781	18	18	54.7268516191802
"table47"	"212"	"rissman2004"	"Brain"	"Dentate gyrus"	"GABA A receptor α1 subunit"	6	0.13	0.048989794855664	6	0.08	0.017146428199482	"YES"	-1.25709527277581	0.428840863365368	-2.54059615600456	0.0264056104529409	6	6	45.2731483808198
"table48"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA1 "	"GABA A receptor α1 subunit"	6	18878571	3884190.17798768	6	18614285.5	2327015.25564402	"YES"	-0.519930737833457	0.0251525543948907	-0.830772340491855	-0.209089135175059	18	18	93.75820987784
"table48"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA1 "	"GABA A receptor α1 subunit"	6	0.12	0.073484692283495	6	0.07	0.019595917942265	"YES"	-0.85793196035623	0.377817649707176	-2.06266053687525	0.346796616162795	6	6	6.24179012215996
"table49"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA2 "	"GABA A receptor α1 subunit"	6	22370689.5	1545711.31034744	6	21389655	10667949.1420565	"YES"	0.246993859593721	0.0164308041670973	-0.00423961269608741	0.498227331883529	18	18	57.3819737381123
"table49"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA2"	"GABA A receptor α1 subunit"	6	0.12	0.024494897427832	6	0.08	0.024494897427832	"YES"	-1.50683726808283	0.470558552483361	-2.85131906494371	-0.162355471221947	6	6	42.6180262618877
"table5"	"163"	"jiménez-jiménez1998"	"Biofluid"	"CSF"	"GABA"	32	1.1	0.7	37	0.9	0.8	"N/A"	-0.26179106657642	0.0588021728777817	-0.737065856226928	0.213483723074089	32	37	44.9933623132823
"table5"	"132"	"oishi1996"	"Biofluid"	"CSF"	"GABA"	10	557.3	97.3	10	498.3	89.2	"N/A"	-0.605339680645034	0.211266862073331	-1.50621311838863	0.295533757098562	10	10	12.5230594288846
"table5"	"46"	"weiner1996"	"Biofluid"	"CSF"	"GABA"	10	137.6	71.8	9	119	62.6	"N/A"	-0.262693297036466	0.213371815471778	-1.1680435290636	0.642656934990666	10	9	12.3995170742137
"table5"	"1"	"tohgi1992"	"Biofluid"	"CSF"	"GABA"	13	0.238	0.202	13	0.161	0.081	"N/A"	-0.484524945145383	0.159119742717049	-1.26635097388003	0.297301083589263	13	13	16.6271477311459
"table5"	"69"	"pomara1989"	"Biofluid"	"CSF"	"GABA"	9	216.4	101.5	14	154.9	64.3	"N/A"	-0.736086339124848	0.196605817406962	-1.60513935907113	0.132966680821433	9	14	13.4569134524735
"table50"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA3 "	"GABA A receptor α1 subunit"	6	3631609	1983523.30901353	6	15508620.5	3930445.11754553	"YES"	2.52010313107301	0.278510546857389	1.48574980803409	3.55445645411193	18	18	50.5103324449509
"table50"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α1 subunit"	6	0.13	0.048989794855664	6	0.08	0.024494897427832	"YES"	-1.19125945759187	0.4190990953021	-2.4600982638999	0.0775793487161576	6	6	49.4896675550491
"table51"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus "	"GABA A receptor α1 subunit"	6	18878571	3884190.17798768	6	18614285.5	2327015.25564402	"YES"	0.396951024565839	0.0204543103848834	0.116639784960243	0.677262264171435	54	54	51.0408249113749
"table51"	"212"	"rissman2004"	"Brain"	"Hippocampus "	"GABAA receptor α1 subunit"	6	0.12	0.073484692283495	6	0.07	0.019595917942265	"YES"	-1.18957102889685	0.0728505235885013	-1.71858169649367	-0.660560361300025	24	24	48.9591750886251
"table52"	"96"	"kwakowsky2018"	"Brain"	"Subiculum"	"GABA A receptor α1 subunit"	6	149719101	43760546.99	6	119674157	116584702.5	"YES"	-0.31485079446773	0.339324491901016	-1.4565605047228	0.826858915787337	6	6	52.7322261579127
"table52"	"212"	"rissman2004"	"Brain"	"Subiculum"	"GABA A receptor α1 subunit"	6	0.12	0.073	6	0.07	0.019	"YES"	-0.864989540039188	0.37855253999525	-2.07088920164496	0.340910121566585	6	6	47.2677738420873
"table53"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor α1 subunit"	6	2202.48	351.68	6	951.12	325.14	"YES"	-3.40947436100502	1.03588146804291	-5.40429164652443	-1.41465707548562	6	6	46.8687781164754
"table53"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor α1 subunit"	6	314277777.5	73348608.4313453	6	306444444	151868364.052557	"YES"	-0.0606105362266658	0.333555356084433	-1.19257306423734	1.07135199178401	6	6	53.1312218835246
"table54"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor α2 subunit"	6	2723.07	468.2	6	1779.01	396.11	"YES"	-2.00879961739844	0.577212364550199	-3.4978723252321	-0.519726909564774	6	6	40.8747303081709
"table54"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor α2 subunit"	6	171055555.5	28305214.6694117	6	137944444	32115531.9109917	"YES"	-1.00934069563525	0.394904416675716	-2.24100991046933	0.222328519198832	6	6	59.1252696918291
"table55"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor α3 subunit"	6	535.845	117.55	6	309.74	140.84	"YES"	-1.6083827205281	0.489676903319396	-2.97990510807651	-0.236860332979699	6	6	46.7440255664072
"table55"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor α3 subunit"	6	113333333.3	67360967.93	6	46666666.67	14288690.1654187	"YES"	-1.26339808747404	0.429800974096959	-2.54833495093765	0.021538775989562	6	6	53.2559744335928
"table56"	"96"	"kwakowsky2018"	"Brain"	"Dentate gyrus"	"GABA A receptor α5 subunit"	6	6246551.5	2263665.32717129	6	8281034	6702309.75588666	"YES"	0.0539595111439519	0.0140102067573428	-0.178031075578318	0.285950097866222	18	18	47.2247089007813
"table56"	"212"	"rissman2004"	"Brain"	"Dentate gyrus"	"GABA A receptor α5 subunit"	6	0.33	0.048	6	0.23	0.024	"YES"	-2.43164818530397	0.690690674869869	-4.06053117230765	-0.802765198300289	6	6	7.77886932219607
"table56"	"79"	"howell2000"	"Brain"	"Dentate gyrus"	"GABA A receptor α5 subunit"	5	162	42.485291572496	5	148	53.665631459995	"YES"	-0.111224302066896	0.0206185422685134	-0.392658630227544	0.170210026093752	10	10	44.9964217770227
"table57"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus "	"GABA A receptor α5 subunit"	6	6755797	2344764.25832023	6	17980434.5	7224218.86114686	"YES"	0.116831091428741	0.0144576182190735	-0.118834657109073	0.352496839966555	54	54	36.7967868144412
"table57"	"212"	"rissman2004"	"Brain"	"Hippocampus "	"GABAA receptor α5 subunit"	6	0.32	0.048989794855664	6	0.25	0.024494897427832	"YES"	-1.95817036153149	0.173656854088071	-2.77492960017567	-1.14141112288732	24	24	27.5720125594541
"table57"	"79"	"howell2000"	"Brain"	"Hippocampus "	"GABA A receptor α5 subunit"	5	70	60.3738353924943	5	53	24.5967477524977	"YES"	-0.447733886219	0.0300232816434384	-0.787341306773042	-0.108126465664957	15	15	35.6312006261046
"table58"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA1 "	"GABA A receptor α5 subunit"	6	6755797	2344764.25832023	6	17980434.5	7224218.86114686	"YES"	1.03559579233746	0.0585746657683494	0.561241318884288	1.50995026579063	18	18	37.7196536250323
"table58"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA1 "	"GABA A receptor α5 subunit"	6	0.32	0.048989794855664	6	0.25	0.024494897427832	"YES"	-1.66776324062862	0.501434226792117	-3.05565334200859	-0.279873139248644	6	6	30.5046479836591
"table58"	"79"	"howell2000"	"Brain"	"Hippocampus - CA1 "	"GABA A receptor α5 subunit"	5	70	60.3738353924943	5	53	24.5967477524977	"YES"	-0.332900540663046	0.408822769973749	-1.5860868140543	0.920285732728209	5	5	31.7756983913086
"table59"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA2"	"GABA A receptor α5 subunit"	6	7352173.5	6608297.11481377	6	4784782.5	6959745.00412881	"YES"	-0.342877695612006	0.0187874353117305	-0.611524599737975	-0.074230791486037	18	18	49.8143458571869
"table59"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA2"	"GABA A receptor α5 subunit"	6	0.31	0.024494897427832	6	0.25	0.024494897427832	"YES"	-2.26025590212424	0.642090076420895	-3.83078529941269	-0.689726504835797	6	6	22.0987461216801
"table59"	"79"	"howell2000"	"Brain"	"Hippocampus - CA2"	"GABA A receptor α5 subunit"	5	70	4.47213595499958	5	69	4.47213595499958	"YES"	-0.201850601761613	0.403243665431525	-1.44645653757462	1.04275533405139	5	5	28.086908021133
"table6"	"142"	"zhang2019"	"Brain"	"Frontal cortex"	"GABA"	11	1.41	0.3	11	1.23	0.27	"N/A"	-0.606704186666816	0.191897102213467	-1.46528721466327	0.251878841329642	11	11	16.7844443512049
"table6"	"17"	"aisa2010"	"Brain"	"Frontal cortex"	"GABA"	16	704.39	253.64	19	555.33	139.35	"YES"	-0.729723652709972	0.123649877596781	-1.41892312526629	-0.040524180153656	16	19	26.0484385092773
"table6"	"130"	"garcia-alloza2006"	"Brain"	"Frontal cortex"	"GABA"	20	695.68	273.56	21	574.36	119.6	"YES"	-0.568499129024022	0.101956595647266	-1.19432823003894	0.0573299719908911	20	21	31.5907589186535
"table6"	"162"	"yew1999"	"Brain"	"Frontal cortex"	"GABA"	7	25.98	16.48	6	29.08	13.03	"YES"	0.192058002264278	0.311513231602641	-0.901863956242312	1.28597996077087	7	6	10.3394845114249
"table6"	"198"	"sasaki1986"	"Brain"	"Frontal cortex"	"GABA"	10	10.97	4.94	9	10.56	3.34	"N/A"	-0.0918691013759338	0.211387604483725	-0.992999934179587	0.80926173142772	10	9	15.2368737094393
"table60"	"96"	"kwakowsky2018"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α5 subunit"	6	5497558	6233951.39538319	6	5230348.5	4728084.70993673	"YES"	-0.139358071440872	0.0146980835587105	-0.376975584966092	0.0982594420843471	18	18	50.0026902954881
"table60"	"212"	"rissman2004"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α5 subunit"	6	0.33	0.048989794855664	6	0.24	0.048989794855664	"YES"	-1.69519192659318	0.507009001320087	-3.09077574718311	-0.29960810600326	6	6	24.3479965542057
"table60"	"79"	"howell2000"	"Brain"	"Hippocampus - CA3"	"GABA A receptor α5 subunit"	5	97	35.7770876399966	5	62	38.0131556174964	"YES"	-0.855942981498213	0.458326460970545	-2.18283492368975	0.470948960693321	5	5	25.6493131503062
"table61"	"96"	"kwakowsky2018"	"Brain"	"Subiculum"	"GABA A receptor α5 subunit"	6	66833333	60012498.7	6	178888888.5	60760953.76	"YES"	1.71224361196062	0.510520529730077	0.311835245777008	3.11265197814422	6	6	49.9910701683828
"table61"	"212"	"rissman2004"	"Brain"	"Subiculum"	"GABA A receptor α5 subunit"	6	0.32	0.048	6	0.25	0.024	"YES"	-1.70215372971278	0.508438430686236	-3.09970347635492	-0.304603983070636	6	6	50.0089298316172
"table62"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor α5 subunit"	6	616.17	201.02	6	244.245	133.82	"YES"	-2.00981179959095	0.577458195145801	-3.49920156634945	-0.520422032832446	6	6	46.6686076517423
"table62"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor α5 subunit"	6	247333333	88181630.74	6	124833333	34701104.28	"YES"	-1.68690597114715	0.50531532663844	-3.080156852628	-0.293655089666303	6	6	53.3313923482577
"table63"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor β subunit"	6	1559.53	215.628582057203	6	1229.89	169.039287149467	"YES"	-1.80705384409916	0.149949038700287	-2.5660156727637	-1.04809201543462	18	18	46.9021317003739
"table63"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor β subunit"	6	200666666.5	16738179.0925218	6	225666666.5	133088941.874723	"YES"	-0.353840564542026	0.0191056866020314	-0.6247532964739	-0.0829278326101532	18	18	53.0978682996261
"table64"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor β1 subunit"	6	1559.53	215.62	6	1229.89	169.03	"YES"	-1.5700864615175	0.48232032972632	-2.93126745059547	-0.208905472439532	6	6	47.7887845026202
"table64"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor β1 subunit"	6	200666666.5	16738179.0925218	6	225666666.5	133088941.874723	"YES"	0.243213242455009	0.336908330175665	-0.894424431287662	1.38085091619768	6	6	52.2112154973798
"table65"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor β2 subunit"	6	3513.995	466.59	6	2075.48	791.74	"YES"	-2.04266205881674	0.585503828733825	-3.54239165025639	-0.542932467377095	6	6	41.1441864327442
"table65"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor β2 subunit"	6	102750000	70218705.5515361	6	38500000	25719642.2992234	"YES"	-1.12119219444067	0.409306697612494	-2.37511995309055	0.1327355642092	6	6	58.8558135672558
"table66"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor β3 subunit"	6	1445.365	244.37	6	826.345	360.35	"YES"	-1.85531737967705	0.541368930033081	-3.29741531377352	-0.413219445580573	6	6	45.7232181844954
"table66"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor β3 subunit"	6	217833333	70626953.4337517	6	190833333	84915644.0082352	"YES"	-0.319008021187539	0.339483748512877	-1.46098562175906	0.822969579383986	6	6	54.2767818155046
"table67"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor γ subunit"	6	1169.04	192.333934603335	6	1652.89	557.12419454732	"YES"	-0.630763892717132	0.0304665175703751	-0.972868953563285	-0.288658831870979	18	18	92.2377392147147
"table67"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor γ subunit"	6	455666666.5	78383671.7690617	6	353166666.5	177588006.35178	"YES"	-0.689059554020313	0.362028895984004	-1.86834709140206	0.490227983361435	6	6	7.76226078528535
"table68"	"238"	"govindpani2020"	"Brain"	"Temporal gyrus"	"GABA A receptor γ2 subunit"	6	196.905	46.57	6	108.395	48.73	"YES"	-1.71356230332846	0.510793557703444	-3.1143450908418	-0.312779515815129	6	6	42.9133085055671
"table68"	"96"	"kwakowsky2018"	"Brain"	"Temporal gyrus"	"GABA A receptor γ2 subunit"	6	455666666.5	78383671.7690617	6	353166666.5	177588006.35178	"YES"	-0.689059554020313	0.362028895984004	-1.86834709140206	0.490227983361435	6	6	57.0866914944329
"table69"	"99"	"nagga1999"	"Brain"	"Caudate"	"GABA transporters"	23	746.47	343.75	18	699.54	245.69	"N/A"	-0.150932980410978	0.099339556934806	-0.768677925538866	0.466811964716909	23	18	58.1126632368594
"table69"	"135"	"simpson1988"	"Brain"	"Caudate"	"GABA transporters"	9	239	135	8	131	90.5096679918781	"YES"	-0.880718399994081	0.265349830755817	-1.89033736174481	0.12890056175665	9	8	21.7557561721741
"table69"	"11"	"hardy1987"	"Brain"	"Caudate"	"GABA transporters"	7	13.84	13.3875016339868	8	6.13	8.71155554421827	"YES"	-0.652612082702398	0.286757723377251	-1.70216817261361	0.396944007208811	7	8	20.1315805909665
"table7"	"107"	"huang2016"	"Brain"	"Hippocampus"	"GABA"	15	0.102	0.024	17	0.107	0.029	"N/A"	0.181972052138721	0.126076142797117	-0.513956328391255	0.877900432668697	15	17	25.1716913175109
"table7"	"15"	"liu2014"	"Brain"	"Hippocampus"	"GABA"	12	367.15	64.43	12	330.4	62.7	"YES"	-0.558122033026163	0.174354478827487	-1.37652019444845	0.260276128396121	12	12	20.3855229168267
"table7"	"162"	"yew1999"	"Brain"	"Hippocampus"	"GABA"	7	21.2	16.48	6	21.26	7.74	"YES"	0.00421343801022486	0.309524767016212	-1.08621154633199	1.09463842235244	7	6	13.3033604791553
"table7"	"198"	"sasaki1986"	"Brain"	"Hippocampus"	"GABA"	10	20.54	5.38	8	18.59	6.52	"N/A"	-0.314414133872612	0.228465398649586	-1.25123878174747	0.622410514002246	10	8	16.8043185409695
"table7"	"112"	"tarbit1980"	"Brain"	"Hippocampus"	"GABA"	7	1.15	0.52	8	0.94	0.25	"YES"	-0.496420186901236	0.278793276040163	-1.53129838717154	0.538458013369064	7	8	14.444243794035
"table7"	"200"	"mohanakrishnan1997"	"Brain"	"Hippocampus"	"GABA"	4	1.42	0.56	12	0.89	0.18	"N/A"	-1.64588860251701	0.443762736237052	-2.95152878166791	-0.340248423366112	4	12	9.89086295150261
"table70"	"99"	"nagga1999"	"Brain"	"Frontal cortex"	"GABA transporters"	23	1504	449.14	18	1524.26	771.52	"N/A"	0.0325189579268057	0.0990480088933133	-0.584318822559611	0.649356738413222	23	18	29.4528380119028
"table70"	"135"	"simpson1988"	"Brain"	"Frontal cortex"	"GABA transporters"	8	116	56.56	6	129	154.31	"YES"	0.112067488951551	0.292278198290063	-0.947543129586196	1.1716781074893	8	6	18.9658377313232
"table70"	"11"	"hardy1987"	"Brain"	"Frontal cortex"	"GABA transporters"	7	22.34	10.97	8	4.55	2.8	"YES"	-2.16540679808253	0.475943647324635	-3.5175598671426	-0.813253729022469	7	8	14.1701486201587
"table70"	"143"	"poirel2018 "	"Brain"	"Frontal cortex"	"GABA transporters"	63	7	1.58	119	6.41	1.45	"YES"	-0.392724991775244	0.0247090055703051	-0.700813659854141	-0.0846363236963473	63	119	37.4111756366153
"table71"	"135"	"simpson1988"	"Brain"	"Globus pallidus"	"GABA transporters"	7	196	119.05	7	155	92.6	"YES"	-0.359815046818	0.292018315837518	-1.41895447823309	0.699324384597088	7	7	50.087568859385
"table71"	"11"	"hardy1987"	"Brain"	"Globus pallidus"	"GABA transporters"	7	15.81	3.51	8	11.18	7.18	"YES"	-0.753348146154755	0.293042978842427	-1.8143441574181	0.307647865108587	7	8	49.912431140615
"table72"	"11"	"hardy1987"	"Brain"	"Hippocampus"	"GABA transporters"	7	7.69	8.12	8	2.97	4.04	"YES"	-0.709203316377693	0.290177772353673	-1.76499968082369	0.346593048068305	7	8	67.7299533697781
"table72"	"229"	"li2017"	"Brain"	"Hippocampus"	"GABA transporters"	4	0.995	0.132	4	0.58	0.194	"YES"	-2.17259191772106	1.04955387317837	-4.18053065780123	-0.16465317764089	4	4	32.2700466302219
"table73"	"238"	"govindpani2020"	"Brain"	"Medial temporal gyrus"	"GABA transporters"	6	102.87	10.8757344579573	6	110.62	53.0559478286836	"YES"	0.618834934855076	0.0298454170804342	0.28023496335341	0.957434906356742	24	24	58.8442083374629
"table73"	"99"	"nagga1999"	"Brain"	"Medial temporal gyrus"	"GABA transporters"	23	1621.28	524.26	18	1618.15	377.15	"N/A"	-0.00658826897093853	0.0990343989672406	-0.623383668973928	0.61020713103205	23	18	41.1557916625371
"table74"	"239"	"lauterborn2021"	"Brain"	"Parietal cortex"	"GABA transporters"	7	2.96	0.679	8	1.92	0.531	"N/A"	-1.62068500224498	0.384420527475967	-2.835895118286	-0.405474886203951	7	8	51.8178123383618
"table74"	"11"	"hardy1987"	"Brain"	"Parietal cortex"	"GABA transporters"	7	17.11	8.12	8	5.48	3.36	"YES"	-1.81114692515727	0.413427279218863	-3.07137066262252	-0.550923187692028	7	8	48.1821876616381
"table75"	"135"	"simpson1988"	"Brain"	"Putamen"	"GABA transporters"	9	240	177	6	134	95.5300999685439	"YES"	-0.660725545100471	0.297151234586749	-1.72913287902486	0.407681788823916	9	6	47.4205545762104
"table75"	"11"	"hardy1987"	"Brain"	"Putamen"	"GABA transporters"	7	9.46	6.42917568588696	8	9.85	6.67508801440101	"YES"	0.0559192402832277	0.267995910256097	-0.958721214933906	1.07055969550036	7	8	52.5794454237896
"table76"	"99"	"nagga1999"	"Brain"	"Striatum"	"GABA transporters"	23	746.47	343.75	18	699.54	245.69	"N/A"	-0.150932980410978	0.099339556934806	-0.768677925538866	0.466811964716909	23	18	21.2439175875547
"table76"	"135"	"simpson1988"	"Brain"	"Striatum"	"GABA transporters"	9	239	135	8	131	90.5096679918781	"YES"	-0.776940699985713	0.0246984694825118	-1.08496367551066	-0.46891772446077	18	14	36.7054078493962
"table76"	"11"	"hardy1987"	"Brain"	"Striatum"	"GABA transporters"	7	13.84	13.3875016339868	8	6.13	8.71155554421827	"YES"	-0.286365127652952	0.0116620709730945	-0.498023733448121	-0.074706521857783	14	16	42.0506745630491
"table77"	"99"	"nagga1999"	"Brain"	"Temporal cortex"	"GABA transporters"	23	1621.28	524.26	18	1618.15	377.15	"N/A"	-0.00658826897093853	0.0990343989672406	-0.623383668973928	0.61020713103205	23	18	38.5987894340458
"table77"	"135"	"simpson1988"	"Brain"	"Temporal cortex"	"GABA transporters"	8	246	130.1	6	80	46.54	"YES"	-1.49667764501317	0.400739396322626	-2.737412866083	-0.255942423943343	8	6	31.3299061142993
"table77"	"11"	"hardy1987"	"Brain"	"Temporal cortex"	"GABA transporters"	7	23.08	10.84	8	5.24	3.93	"YES"	-2.12257617660292	0.467793370656153	-3.4631018085732	-0.782050544632639	7	8	30.0713044516549
"table78"	"238"	"govindpani2020"	"Brain"	"Medial temporal gyrus"	"GAT1"	6	2363.315	381.495779989766	6	2111.98	718.582310942873	"YES"	-0.403138157846617	0.343155539396644	-1.55127485427492	0.744998538581682	6	6	22.3963483505913
"table78"	"99"	"nagga1999"	"Brain"	"Medial temporal gyrus"	"GAT1"	23	1621.28	524.26	18	1618.15	377.15	"N/A"	-0.00658826897093853	0.0990343989672406	-0.623383668973928	0.61020713103205	23	18	77.6036516494087
"table8"	"83"	"seidl2001"	"Brain"	"Occipital cortex"	"GABA"	7	1.4	0.6	8	0.8	0.2	"N/A"	-1.30319542008214	0.343224626108073	-2.45144768654726	-0.154943153617012	7	8	30.6339461614552
"table8"	"162"	"yew1999"	"Brain"	"Occipital cortex"	"GABA"	7	14.07	19.18	6	16.98	17.34	"YES"	0.147343409749203	0.310694719620571	-0.945140444241112	1.23982726373952	7	6	32.4173616551428
"table8"	"198"	"sasaki1986"	"Brain"	"Occipital cortex"	"GABA"	10	13.52	3.49	9	10.45	2.36	"N/A"	-0.973657316329247	0.242168007456119	-1.93816673999095	-0.00914789266754523	10	9	36.948692183402
"table9"	"163"	"jiménez-jiménez1998"	"Biofluid"	"Plasma"	"GABA"	32	3.5	2.6	37	1.7	1.4	"N/A"	-0.870417115282079	0.0640823333094151	-1.36657197471824	-0.374262255845922	32	37	56.263496270916
"table9"	"46"	"weiner1996"	"Biofluid"	"Plasma"	"GABA"	10	175.3	35.7	9	183.4	35	"N/A"	0.218713517718286	0.212678212302336	-0.68516401525743	1.122591050694	10	9	43.736503729084
