"ID"	"study"	"estimate"	"se"	"zval"	"pval"	"ci.lb"	"ci.ub"	"Q"	"Qp"	"tau2"	"I2"	"H2"
"table1"	"jiménez-jiménez1998"	-0.453687962510762	0.682482883832616	-0.664760938711003	0.506203410120126	-1.79132983488772	0.883953909866198	4.11299099032502	0.0425550398420358	0.705228425036362	75.686793325045	4.11299099032502
"table1"	"oishi1996"	-0.394069455365279	0.540275610466747	-0.729385979546329	0.465765591669125	-1.45299019360549	0.664851282874936	4.28603554425646	0.0384266678547301	0.454722495064012	76.6684156098505	4.28603554425646
"table1"	"weiner1996"	-0.928500334893607	0.224935021262302	-4.12786025796695	3.66154507312263e-05	-1.36936487542947	-0.487635794357744	0.25014963187284	0.616969736764552	0	0	1
"table10"	"sasaki1986"	-0.506485087076109	0.407786480098501	-1.24203501536826	0.21422364314084	-1.30573190145153	0.292761727299313	0	1	0	0	1
"table10"	"cross1984"	0.704716109054097	0.476844429989258	1.47787425989221	0.139441437115896	-0.229881799953378	1.63931401806157	0	1	0	0	1
"table11"	"seidl2001"	0.280380129161975	0.740478043178526	0.378647458550471	0.704949674912949	-1.17093016681063	1.73169042513458	11.0626392456532	0.0008808467013742	1.00117478760378	90.9605657583661	11.0626392456532
"table11"	"sasaki1986"	-0.860865192697361	0.540088709707224	-1.59393295439193	0.110951052420475	-1.91941961218023	0.197689226785506	1.56752370091955	0.210566997082859	0.250991260262219	36.2051113221845	1.56752370091955
"table11"	"cross1984"	-0.224586941989436	1.32434464218464	-0.169583456477731	0.865337733906041	-2.82025474378992	2.37108085981105	9.43094937485181	0.00213353810274982	3.16549537343397	89.3966136360931	9.43094937485181
"table12"	"gueli2013"	-0.563790088218794	0.251235718966414	-2.24406820231706	0.0248280134791599	-1.05620304902299	-0.0713771274145965	14.7534370588202	0.0114694886729623	0.216700261726008	66.1095920898596	2.95068741176405
"table12"	"aisa2010"	-0.629262228114965	0.280613108581558	-2.24245485642405	0.0249319898256857	-1.17925381452465	-0.0792706417052831	16.9939963526985	0.00451119714389161	0.290999590033013	70.5778446915694	3.39879927053971
"table12"	"garcia-alloza2006"	-0.629840728247957	0.2828075164269	-2.22710038334769	0.0259405656039843	-1.1841332750019	-0.0755481814940134	16.486059192834	0.0055850461022568	0.29369467867098	69.6713450951738	3.2972118385668
"table12"	"seidl2001"	-0.591172606184089	0.257940335860388	-2.29189670631454	0.0219116043748244	-1.09672637463061	-0.0856188377375643	16.9338047436538	0.00462706418188069	0.247613328487024	70.4732629453884	3.38676094873076
"table12"	"sasaki1986"	-0.708027372875367	0.287242254236919	-2.46491371806107	0.0137046248254	-1.27101184601783	-0.145042899732907	20.2152857262983	0.00113864048430868	0.327654764276205	75.2662412607137	4.04305714525967
"table12"	"perry1984"	-0.734092498029869	0.273789790445499	-2.68122670620911	0.00733528030503947	-1.27071062663782	-0.197474369421922	20.272875121922	0.00111060920816326	0.305901571817342	75.3365027410776	4.05457502438441
"table12"	"smith1983"	-0.881647228798828	0.177462102221533	-4.96808737055439	6.76164982301668e-07	-1.2294665577738	-0.533827899823858	3.5911564057738	0.609641605886269	0	0	1
"table13"	"seidl2001"	-1.16558498318758	0.203243402439919	-5.73492162202969	9.75574495964125e-09	-1.5639347320652	-0.767235234309954	0	1	0	0	1
"table13"	"sasaki1986"	-0.249778482381789	0.520217105555104	-0.480142770613549	0.631125877316797	-1.26938527341146	0.769828308647887	0	1	0	0	1
"table14"	"boissière1998"	0.0981534624588574	0.463211383455631	0.211897777050764	0.832186784876257	-0.809724166343152	1.00603109126087	0	1	0	0	1
"table14"	"davies1979"	1.74316029278812	0.677545343295126	2.57275813351555	0.0100891687525494	0.415195822036848	3.0711247635394	0	1	0	0	1
"table15"	"schwab2013"	-0.85001694050639	0.721610650535722	-1.17794400605831	0.23881892980074	-2.26434782641693	0.564313945404144	7.67826554224747	0.00558898607617605	0.912477662707702	86.9762253662916	7.67826554224747
"table15"	"burbaeva2014"	-0.508376344628161	0.28217623563617	-1.80162706998348	0.071604099323045	-1.06143160376814	0.0446789145118193	1.35466821551458	0.244463668080611	0.0509151378483023	26.1811867623877	1.35466821551458
"table15"	"davies1979"	-1.10831881908489	0.412349775127172	-2.68781235237263	0.00719218011024786	-1.91650952736734	-0.300128110802443	6.31565291497159	0.0119676668298159	0.286338515013633	84.1663243141584	6.31565291497159
"table16"	"schwab2013"	-0.721391570495368	0.485573072205167	-1.48564986773105	0.137371757364019	-1.67309730387996	0.230314162889227	0	1	0	0	1
"table16"	"davies1979"	-1.36734808777566	0.318826503105202	-4.288690163642	1.79729882733057e-05	-1.9922365511787	-0.742459624372612	0	1	0	0	1
"table17"	"govindpani2020"	-0.913614423840703	0.763349816330771	-1.19684894696407	0.231365436167206	-2.40975257145428	0.582523723772874	8.0568185153845	0.00453327179152779	1.02436829500392	87.5881528410936	8.0568185153845
"table17"	"schwab2013"	-0.602698851641303	0.377298609102332	-1.59740544253593	0.110175360067605	-1.34219053689893	0.136792833616325	2.35416387581008	0.124948863363897	0.176942888170054	57.5220735363678	2.35416387581008
"table17"	"davies1979"	-1.24093809458939	0.372011455547735	-3.33575237021205	0.000850689016775216	-1.97006714929928	-0.511809039879507	4.53279604319114	0.0332512479783536	0.216312237056517	77.9385617514793	4.53279604319114
"table18"	"gleichmann2012"	-0.258437402710376	0.464995075355503	-0.555785246785232	0.578357672206845	-1.16981100339565	0.652936197974898	0	1	0	0	1
