TABLE ID	ID	STUDY	SAMPLE	REGION	MARKER	n_c	m_c	sd_c	n_t	m_t	sd_t	Notes
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	24850000	3379585,49301538	6	15519565	1780334,46061506	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	7354421,5	2848841,07825296	6	8654161,5	1736595,14702305	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	5911878,5	3379657,75296279	6	6578699	2814788,27184879	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	5745173	2778045,92570704	6	6465895,5	1862157,21598298	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	7356896,5	2263665,32717129	6	7629310	3754476,22391373	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	9534482,5	5895668,28869073	6	7443103	7264003,47354914	YES
table40	96	kwakowsky2018	Brain	Dentate gyrus 	GABA A receptor α subunit	6	6246551,5	2263665,32717129	6	8281034	6702309,75588666	YES
table40	79	howell2000	Brain	Dentate gyrus 	GABA A receptor α subunit	5	162	42,485291572496	5	148	53,665631459995	YES
table40	79	howell2000	Brain	Dentate gyrus 	GABA A receptor α subunit	5	39	24,5967477524977	5	40	24,5967477524977	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	18878571	3884190,17798768	6	18614285,5	2327015,25564402	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7050000	1907101,67852844	6	6657142,5	3166839,96038543	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	8878571	2746927,60801473	6	3635714	2449489,74278318	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	22370689,5	1545711,31034744	6	21389655	10667949,1420565	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	5050000	3370159,85648515	6	6612068,5	2947833,53197293	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7320689,5	5984355,73906281	6	10881034	9422088,44433725	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	3631609	1983523,30901353	6	15508620,5	3930445,11754553	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	1389655	544799,586906506	6	6525862	2228472,28329185	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	2241954	912223,048323983	6	11282183,5	6544642,22486806	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	25644736,5	472063,213739431	6	18260526	4573668,87655168	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	4831140	1929254,86376217	6	10086315,5	1781702,5006364	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	14105263	2323576,17204515	6	16307894,5	5585695,15970049	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	20884782,5	4297788,97054637	6	23416666,5	269443,87170615	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	5758550,5	536348,847293904	6	10589855	1073923,66420407	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	8595362	428571,298611445	6	14863768	2748930,06587945	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	24218965,5	3082555,467826	6	22779310	2525507,20746071	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	5543620,5	2036834,00377547	6	12306896,5	3205029,95496516	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7563103	1444269,36688469	6	17915517	3009070,77554251	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	10056905	2890929,43575833	6	9588554,5	2322754,36823645	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7501086,5	2506466,09894519	6	5310652	3242378,54981825	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7783043	3455377,60463658	6	5910000	4142299,0359091	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7016739	4081061,79233953	6	8490869,5	7176472,18233566	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	4255434,5	3214155,5290019	6	4933260,5	5912855,13347097	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	3975000	2878681,98704442	6	4796304	4755736,99964301	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	3897203	3761834,49110105	6	3240169	3358290,85393649	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	2226694,5	2597496,48625624	6	1603559	2311404,65751326	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	2492288	2881263,74923331	6	1852203	4001386,01473115	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	6755797	2344764,25832023	6	17980434,5	7224218,86114686	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	4323913	1922316,68406574	6	12109420	6201823,88791684	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	4028985,5	2167265,65834406	6	4468840,5	3734583,91771259	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	7352173,5	6608297,11481377	6	4784782,5	6959745,00412881	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	3021739	2502739,20030154	6	1669565	2060765,51856246	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	3302173,5	3083161,71653734	6	2647826	5021453,97270552	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	5497558	6233951,39538319	6	5230348,5	4728084,70993673	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	2515000	3146454,08200112	6	2863488	2653423,23606346	YES
table42	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α subunit	6	4148953	5944568,67717078	6	1839302	1074071,85833351	YES
table42	79	howell2000	Brain	Hippocampus 	GABA A receptor α subunit	5	70	60,3738353924943	5	53	24,5967477524977	YES
table42	79	howell2000	Brain	Hippocampus 	GABA A receptor α subunit	5	70	4,47213595499958	5	69	4,47213595499958	YES
table42	79	howell2000	Brain	Hippocampus 	GABA A receptor α subunit	5	97	35,7770876399966	5	62	38,0131556174964	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	18878571	3884190,17798768	6	18614285,5	2327015,25564402	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	7050000	1907101,67852844	6	6657142,5	3166839,96038543	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	8878571	2746927,60801473	6	3635714	2449489,74278318	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	25644736,5	472063,213739431	6	18260526	4573668,87655168	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	4831140	1929254,86376217	6	10086315,5	1781702,5006364	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	14105263	2323576,17204515	6	16307894,5	5585695,15970049	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	10056905	2890929,43575833	6	9588554,5	2322754,36823645	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	7501086,5	2506466,09894519	6	5310652	3242378,54981825	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	7783043	3455377,60463658	6	5910000	4142299,0359091	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	6755797	2344764,25832023	6	17980434,5	7224218,86114686	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	4323913	1922316,68406574	6	12109420	6201823,88791684	YES
table43	96	kwakowsky2018	Brain	Hippocampus - CA1	GABA A receptor α subunit	6	4028985,5	2167265,65834406	6	4468840,5	3734583,91771259	YES
table43	79	howell2000	Brain	Hippocampus - CA1	GABA A receptor α subunit	5	70	60,3738353924943	5	53	24,5967477524977	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	22370689,5	1545711,31034744	6	21389655	10667949,1420565	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	5050000	3370159,85648515	6	6612068,5	2947833,53197293	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	7320689,5	5984355,73906281	6	10881034	9422088,44433725	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	20884782,5	4297788,97054637	6	23416666,5	269443,87170615	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	5758550,5	536348,847293904	6	10589855	1073923,66420407	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	8595362	428571,298611445	6	14863768	2748930,06587945	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	7016739	4081061,79233953	6	8490869,5	7176472,18233566	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	4255434,5	3214155,5290019	6	4933260,5	5912855,13347097	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	3975000	2878681,98704442	6	4796304	4755736,99964301	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	7352173,5	6608297,11481377	6	4784782,5	6959745,00412881	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	3021739	2502739,20030154	6	1669565	2060765,51856246	YES
table44	96	kwakowsky2018	Brain	Hippocampus - CA2 	GABA A receptor α subunit	6	3302173,5	3083161,71653734	6	2647826	5021453,97270552	YES
table44	79	howell2000	Brain	Hippocampus - CA2	GABA A receptor α subunit	5	70	4,47213595499958	5	69	4,47213595499958	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	3631609	1983523,30901353	6	15508620,5	3930445,11754553	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	1389655	544799,586906506	6	6525862	2228472,28329185	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	2241954	912223,048323983	6	11282183,5	6544642,22486806	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	24218965,5	3082555,467826	6	22779310	2525507,20746071	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	5543620,5	2036834,00377547	6	12306896,5	3205029,95496516	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	7563103	1444269,36688469	6	17915517	3009070,77554251	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	3897203	3761834,49110105	6	3240169	3358290,85393649	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	2226694,5	2597496,48625624	6	1603559	2311404,65751326	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	2492288	2881263,74923331	6	1852203	4001386,01473115	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	5497558	6233951,39538319	6	5230348,5	4728084,70993673	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	2515000	3146454,08200112	6	2863488	2653423,23606346	YES
table45	96	kwakowsky2018	Brain	Hippocampus - CA3 	GABA A receptor α subunit	6	4148953	5944568,67717078	6	1839302	1074071,85833351	YES
table45	79	howell2000	Brain	Hippocampus - CA3	GABA A receptor α subunit	5	97	35,7770876399966	5	62	38,0131556174964	YES
table56	96	kwakowsky2018	Brain	Dentate gyrus	GABA A receptor α5 subunit	6	6246551,5	2263665,32717129	6	8281034	6702309,75588666	YES
table56	96	kwakowsky2018	Brain	Dentate gyrus	GABA A receptor α5 subunit	6	7356896,5	2263665,32717129	6	7629310	3754476,22391373	YES
table56	96	kwakowsky2018	Brain	Dentate gyrus	GABA A receptor α5 subunit	6	9534482,5	5895668,28869073	6	7443103	7264003,47354914	YES
table56	79	howell2000	Brain	Dentate gyrus	GABA A receptor α5 subunit	5	162	42,485291572496	5	148	53,665631459995	YES
table56	79	howell2000	Brain	Dentate gyrus	GABA A receptor α5 subunit	5	39	24,5967477524977	5	40	24,5967477524977	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	6755797	2344764,25832023	6	17980434,5	7224218,86114686	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	4323913	1922316,68406574	6	12109420	6201823,88791684	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	4028985,5	2167265,65834406	6	4468840,5	3734583,91771259	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	7352173,5	6608297,11481377	6	4784782,5	6959745,00412881	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	3021739	2502739,20030154	6	1669565	2060765,51856246	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	3302173,5	3083161,71653734	6	2647826	5021453,97270552	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	5497558	6233951,39538319	6	5230348,5	4728084,70993673	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	2515000	3146454,08200112	6	2863488	2653423,23606346	YES
table57	96	kwakowsky2018	Brain	Hippocampus 	GABA A receptor α5 subunit	6	4148953	5944568,67717078	6	1839302	1074071,85833351	YES
table57	79	howell2000	Brain	Hippocampus 	GABA A receptor α5 subunit	5	70	60,3738353924943	5	53	24,5967477524977	YES
table57	79	howell2000	Brain	Hippocampus 	GABA A receptor α5 subunit	5	70	4,47213595499958	5	69	4,47213595499958	YES
table57	79	howell2000	Brain	Hippocampus 	GABA A receptor α5 subunit	5	97	35,7770876399966	5	62	38,0131556174964	YES
table58	96	kwakowsky2018	Brain	Hippocampus - CA1 	GABA A receptor α5 subunit	6	6755797	2344764,25832023	6	17980434,5	7224218,86114686	YES
table58	96	kwakowsky2018	Brain	Hippocampus - CA1 	GABA A receptor α5 subunit	6	4323913	1922316,68406574	6	12109420	6201823,88791684	YES
table58	96	kwakowsky2018	Brain	Hippocampus - CA1 	GABA A receptor α5 subunit	6	4028985,5	2167265,65834406	6	4468840,5	3734583,91771259	YES
table58	79	howell2000	Brain	Hippocampus - CA1 	GABA A receptor α5 subunit	5	70	60,3738353924943	5	53	24,5967477524977	YES
table59	96	kwakowsky2018	Brain	Hippocampus - CA2	GABA A receptor α5 subunit	6	7352173,5	6608297,11481377	6	4784782,5	6959745,00412881	YES
table59	96	kwakowsky2018	Brain	Hippocampus - CA2	GABA A receptor α5 subunit	6	3021739	2502739,20030154	6	1669565	2060765,51856246	YES
table59	96	kwakowsky2018	Brain	Hippocampus - CA2	GABA A receptor α5 subunit	6	3302173,5	3083161,71653734	6	2647826	5021453,97270552	YES
table59	79	howell2000	Brain	Hippocampus - CA2	GABA A receptor α5 subunit	5	70	4,47213595499958	5	69	4,47213595499958	YES
table60	96	kwakowsky2018	Brain	Hippocampus - CA3	GABA A receptor α5 subunit	6	5497558	6233951,39538319	6	5230348,5	4728084,70993673	YES
table60	96	kwakowsky2018	Brain	Hippocampus - CA3	GABA A receptor α5 subunit	6	2515000	3146454,08200112	6	2863488	2653423,23606346	YES
table60	96	kwakowsky2018	Brain	Hippocampus - CA3	GABA A receptor α5 subunit	6	4148953	5944568,67717078	6	1839302	1074071,85833351	YES
table60	79	howell2000	Brain	Hippocampus - CA3	GABA A receptor α5 subunit	5	97	35,7770876399966	5	62	38,0131556174964	YES
