"ID"	"study"	"estimate"	"se"	"zval"	"pval"	"ci.lb"	"ci.ub"	"Q"	"Qp"	"tau2"	"I2"	"H2"
"table23"	"shimohama1988"	-0.618644688991951	0.15741577819913	-3.93000432402251	8.49443339872091e-05	-0.927173944860592	-0.31011543312331	0	1	0	0	1
"table23"	"griffiths1994"	-0.415959749124636	0.564672998062753	-0.73663828543544	0.461342346127175	-1.52269848836989	0.690778990120616	0	1	0	0	1
"table25"	"kwakowsky2018"	-0.0828577989507449	0.137757387839364	-0.601476263816525	0.547522816609393	-0.352857317720215	0.187141719818725	0.490213690207211	0.483831997631144	0	0	1
"table25"	"jansen1990"	-0.0818303165387074	0.0914073967839399	-0.895226419500056	0.370666064531275	-0.260985522155792	0.0973248890783772	0.0704550415735016	0.790675388981912	0	0	1
"table25"	"howell2000"	-0.0447236721221378	0.115179121465805	-0.388296694339828	0.697796483267767	-0.270470601966081	0.181023257721805	0.373125606181533	0.541305454994272	0	0	1
"table27"	"shimohama1988"	-0.655908609696726	0.405494744407764	-1.61755144485214	0.105759300348861	-1.45066370465622	0.138846485262765	0	1	0	0	1
"table27"	"cross1984"	-1.76764313134366	0.661707019465241	-2.67133803835447	0.00755495214733276	-3.06456505781288	-0.470721204874443	0	1	0	0	1
"table33"	"cross1986"	-0.734796179600009	0.26766661860908	-2.74519169935478	0.00604755601401138	-1.25941311193743	-0.210179247262593	1.62180482675614	0.444456801433227	0	0	1
"table33"	"shimohama1988"	-0.707447120962186	0.106285715140557	-6.65608845014239	2.81211060241949e-11	-0.915763294708761	-0.499130947215611	0.760659710490221	0.683635871139102	0	0	1
"table33"	"cross1984"	-0.748419632032931	0.108829563585203	-6.87698826842202	6.11311424492068e-12	-0.961721657113141	-0.535117606952721	0.915417149754004	0.632731843296715	0	0	1
"table33"	"owen1983"	-0.714649732211564	0.107751003320897	-6.63241835515205	3.30231011177274e-11	-0.925837818018578	-0.503461646404551	1.48977942215345	0.474786660762051	0	0	1
"table35"	"kwakowsky2018"	-0.413564683822548	0.341060957215014	-1.21258289778922	0.225289330797997	-1.08203187649673	0.254902508851636	25.7046835452891	1.0996376838555e-05	0.351944705294654	88.3289751662793	8.5682278484297
"table35"	"jansen1990"	-0.416475776759453	0.328583355802142	-1.26748896255791	0.204980507751363	-1.06048732005096	0.227535766532056	20.7085377608562	0.000121015626499133	0.318432355380498	85.5132214807041	6.90284592028541
"table35"	"howell2000"	-0.0318766956699713	0.226823591204616	-0.140535186400499	0.888237153610949	-0.476442765275054	0.412689373935111	14.305007978386	0.00251805566183262	0.128514151069475	79.0283234757169	4.76833599279533
"table35"	"shimohama1988"	-0.000402709221656257	0.194543047659417	-0.00207002628210736	0.9983483591686	-0.381700076076772	0.38089465763346	17.5509759058221	0.000544321338695569	0.115005325230823	82.9069334030319	5.85032530194072
"table35"	"cross1984"	-0.13661457638681	0.250610187790369	-0.545127784274619	0.585665634749868	-0.627801518614752	0.354572365841132	25.5659335094852	1.17567137744307e-05	0.188723960535329	88.2656348187444	8.52197783649507
"table36"	"kwakowsky2018"	0.0746934305524536	0.388784617530079	0.192120333944732	0.847647947411819	-0.68731041754968	0.836697278654587	0.644752211769218	0.421995173114793	0	0	1
"table36"	"jansen1990"	-0.0108994670585949	0.115898863644745	-0.094042915657949	0.925075066011596	-0.238057065651414	0.216258131534224	0.262233826917046	0.60858962265264	0	0	1
"table36"	"howell2000"	0.0172156962905238	0.114579982533846	0.150250470543042	0.88056700806925	-0.207356942825042	0.24178833540609	0.388009562225356	0.533347520159424	0	0	1
"table37"	"kwakowsky2018"	-0.201850601761613	0.635014697020097	-0.317867606385848	0.750585365517232	-1.44645653757462	1.04275533405139	0	1	0	0	1
"table37"	"howell2000"	0.345471141127081	0.137338335672191	2.51547493593977	0.0118872129164672	0.0762929495129131	0.614649332741249	0	1	0	0	1
"table38"	"kwakowsky2018"	-0.180256549558931	0.574078992736429	-0.313992589590698	0.753526667009289	-1.30543069960336	0.944917600485502	1.93923084358852	0.163752072240518	0.327792383237567	48.4331634211473	1.93923084358852
"table38"	"jansen1990"	-0.0143555956597655	0.664121368685152	-0.0216159219333465	0.982754332633151	-1.31600955964611	1.28729836832658	3.86104077202859	0.0494196634715339	0.691000059376087	74.100247600478	3.86104077202859
"table38"	"howell2000"	0.490818314490067	0.149680718202645	3.27910181340508	0.00104138057364819	0.197449497632795	0.78418713134734	0.154680872369235	0.694101690219975	0	0	1
"table40"	"kwakowsky2018"	-0.111224302066896	0.143591581468112	-0.774587903620215	0.438583207347056	-0.392658630227544	0.170210026093752	0	1	0	0	1
"table40"	"howell2000"	0.254517573859877	0.128794495343171	1.97615257687619	0.0481374991256071	0.00208500158024955	0.506950146139504	0	1	0	0	1
"table42"	"kwakowsky2018"	-0.447733886219	0.173272276038143	-2.58399033276644	0.00976645317841249	-0.787341306773042	-0.108126465664957	0	1	0	0	1
"table42"	"howell2000"	0.252811319036405	0.128654397574513	1.96504218901639	0.0494093547655997	0.000653333337662654	0.504969304735148	0	1	0	0	1
"table43"	"kwakowsky2018"	-0.332900540663046	0.639392500717477	-0.520651306184372	0.602609701331633	-1.5860868140543	0.920285732728209	0	1	0	0	1
"table43"	"howell2000"	0.0232530553722081	0.117946675436663	0.197148883477389	0.843711030538748	-0.207918180579886	0.254424291324302	0	1	0	0	1
"table44"	"kwakowsky2018"	-0.201850601761613	0.635014697020097	-0.317867606385848	0.750585365517232	-1.44645653757462	1.04275533405139	0	1	0	0	1
